address,c_b_no,Borough,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"78 WEST  170 STREET",204,BRONX,40.841841,-73.938093,0.7,street_center,,"W 170th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"1638 PARK AVENUE",111,MANHATTAN,40.799381,-73.943492,1,range_interpolation,1638,"Park Ave",,,"New York",NY,"New York County",10035,US,"TIGER/Line® dataset from the US Census Bureau"
"302 BROADWAY",301,BROOKLYN,40.715086,-74.005451,1,range_interpolation,302,Broadway,,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
"193 VERONICA PLACE",317,BROOKLYN,40.645429,-73.952764,0.9,range_interpolation,193,"Veronica Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"507 EVERGREEN AVENUE",304,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"352 EAST    5 STREET",312,BROOKLYN,40.726131,-73.988108,1,range_interpolation,352,"E 5th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"2700 ATLANTIC AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"558 WEST 161 STREET",112,MANHATTAN,40.835964,-73.941965,1,rooftop,558,"W 161st St",,,"New York",NY,"New York County",10032,US,"City of New York"
"100 16 STREET",307,BROOKLYN,40.735744,-73.989139,0.9,rooftop,100,"E 16th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"109 MONTGOMERY STREET",309,BROOKLYN,40.711469,-73.984581,0.87,nearest_rooftop_match,75,"Montgomery St",,,"New York",NY,"New York County",10002,US,"City of New York"
"4855 BALDWIN STREET",212,BRONX,40.909316,-73.851934,0.9,range_interpolation,4855,"Baldwin St",,,Bronx,NY,"Bronx County",10470,US,"TIGER/Line® dataset from the US Census Bureau"
"1714 EAST    9 STREET",315,BROOKLYN,40.730152,-73.989197,0.7,street_center,,"E 9th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"201 WEST 54 STREET",105,MANHATTAN,40.763444,-73.981434,1,range_interpolation,201,"W 54th St",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"219 EAST 203 STREET",207,BRONX,40.860927,-73.918744,0.6,street_center,,"W 203rd St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"37 GARNET STREET",306,BROOKLYN,40.674534,-73.999168,0.9,range_interpolation,37,"Garnet St",,,Brooklyn,NY,"Kings County",11231,US,"TIGER/Line® dataset from the US Census Bureau"
"1140 WHEELER AVENUE",209,BRONX,40.690849,-74.019927,0.7,street_center,,"Wheeler Ave",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
"1571 JARVIS AVENUE",NA,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1560 SHAKESPEARE AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"470 KENT AVENUE",301,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1255 DECATUR STREET",304,BROOKLYN,40.690344,-73.90648,0.9,rooftop,1255,"Decatur St",,,Brooklyn,NY,"Kings County",11207,US,"City of New York"
"2308 ANDREWS AVENUE NORTH",207,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"78 WEST 170 STREET",204,BRONX,40.841841,-73.938093,0.7,street_center,,"W 170th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"424 CARROLL STREET",306,BROOKLYN,40.677742,-73.988586,0.9,range_interpolation,424,"Carroll St",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
"353 AMBOY STREET",316,BROOKLYN,40.661132,-73.912672,0.9,range_interpolation,353,"Amboy St",,,Brooklyn,NY,"Kings County",11212,US,"TIGER/Line® dataset from the US Census Bureau"
"76 LINDEN BOULEVARD",314,BROOKLYN,40.65216,-73.956819,0.9,range_interpolation,76,"Linden Blvd",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"2678 CRESTON AVENUE",207,BRONX,40.867257,-73.895256,0.9,range_interpolation,2678,"Creston Ave",,,Bronx,NY,"Bronx County",10468,US,"TIGER/Line® dataset from the US Census Bureau"
"49 JACKSON STREET",501,"STATEN ISLAND",40.712388,-73.980911,1,range_interpolation,49,"Jackson St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"651 FULTON STREET",302,BROOKLYN,40.688285,-73.979025,0.9,rooftop,651,"Fulton St",,,Brooklyn,NY,"Kings County",11217,US,"City of New York"
"27 MONTROSE AVENUE",301,BROOKLYN,40.725492,-73.98375,0.73,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"565 WEST 170 STREET",112,MANHATTAN,40.841981,-73.937728,1,range_interpolation,565,"W 170th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"1232 MADISON AVENUE",108,MANHATTAN,40.782757,-73.957705,1,range_interpolation,1232,"Madison Ave",,,"New York",NY,"New York County",10128,US,"TIGER/Line® dataset from the US Census Bureau"
"533 CLOVE ROAD",501,"STATEN ISLAND",40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"1820 EDISON AVENUE",210,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"16 EAST 16 STREET",105,MANHATTAN,40.736865,-73.991812,1,rooftop,16,"E 16th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"189 EAST  205 STREET",207,BRONX,40.862344,-73.917401,0.6,street_center,,"W 205th St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"106-35 150 STREET",412,QUEENS,40.825049,-73.937086,0.61,nearest_rooftop_match,201,"W 150th St",,,"New York",NY,"New York County",10039,US,"City of New York"
"102 VANDERBILT STREET",307,BROOKLYN,40.651468,-73.981024,0.9,range_interpolation,102,"Vanderbilt St",,,Brooklyn,NY,"Kings County",11218,US,"TIGER/Line® dataset from the US Census Bureau"
"1720 86 STREET",311,BROOKLYN,40.789482,-73.978623,0.8,range_interpolation,1720,"W 86th St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"1180 FULTON AVENUE",203,BRONX,40.829785,-73.905352,0.9,range_interpolation,1180,"Fulton Ave",,,Bronx,NY,"Bronx County",10456,US,"TIGER/Line® dataset from the US Census Bureau"
"174 WEST  225 STREET",208,MANHATTAN,40.875486,-73.91238,0.9,range_interpolation,174,"W 225th St",,,Bronx,NY,"New York County",10463,US,"TIGER/Line® dataset from the US Census Bureau"
"167 PLYMOUTH STREET",302,BROOKLYN,40.703615,-73.987036,0.9,range_interpolation,167,"Plymouth St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
"558 RIVERSIDE DRIVE",NA,MANHATTAN,40.816149,-73.960345,1,range_interpolation,558,"Riverside Dr",,,"New York",NY,"New York County",10027,US,"TIGER/Line® dataset from the US Census Bureau"
"499 PENNSYLVANIA AVENUE",305,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"361 BEDFORD AVENUE",301,BROOKLYN,40.711456,-73.962991,0.9,range_interpolation,361,"Bedford Ave",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"1693 2 AVENUE",NA,MANHATTAN,40.779092,-73.951085,1,rooftop,1693,"2nd Ave",,,"New York",NY,"New York County",10128,US,"City of New York"
"137-61 NORTHERN BOULEVARD",407,QUEENS,40.76313,-73.831249,0.8,range_interpolation,137,"Northern Blvd",,,Flushing,NY,"Queens County",11354,US,"TIGER/Line® dataset from the US Census Bureau"
"2234 RICHMOND TERRACE",501,"STATEN ISLAND",40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"8136 BAY 16 STREET",311,BROOKLYN,40.734184,-73.985739,0.6,street_center,,"E 16th St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
"66 MAUJER STREET",301,BROOKLYN,40.710407,-73.947979,0.9,rooftop,66,"Maujer St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
"2500 BARKER AVENUE",211,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"67 BUSHWICK AVENUE",301,BROOKLYN,40.725492,-73.98375,0.77,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"157 LEXINGTON AVENUE",303,BROOKLYN,40.743676,-73.981529,1,rooftop,157,"Lexington Ave",,,"New York",NY,"New York County",10016,US,"City of New York"
"1081 ANDERSON AVENUE",204,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"106-35 150 STREET",412,QUEENS,40.825049,-73.937086,0.61,nearest_rooftop_match,201,"W 150th St",,,"New York",NY,"New York County",10039,US,"City of New York"
"25 JUNIUS STREET",316,BROOKLYN,40.732001,-74.002806,0.95,rooftop,25,"Jones St",,,"New York",NY,"New York County",10014,US,"City of New York"
"608 OCEAN AVENUE",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"102-05 ROOSEVELT AVENUE",403,QUEENS,40.725492,-73.98375,0.89,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"1661 MADISON AVENUE",111,MANHATTAN,40.796514,-73.947199,1,rooftop,1661,"Madison Ave",,,"New York",NY,"New York County",10029,US,"City of New York"
"2308 30 DRIVE",401,QUEENS,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"108-50 ROOSEVELT AVENUE",404,QUEENS,40.725492,-73.98375,0.89,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"213-41 38 AVENUE",411,QUEENS,40.751889,-73.984662,0.8,nearest_rooftop_match,41,"W 38th St",,,"New York",NY,"New York County",10018,US,"City of New York"
"1240 39 STREET",312,BROOKLYN,40.754861,-73.989338,0.6,street_center,,"W 39th St",,,"New York",NY,"New York County",10018,US,"TIGER/Line® dataset from the US Census Bureau"
"107-01 PARK LANE SOUTH",NA,QUEENS,40.713256,-74.009254,0.9,range_interpolation,107,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
"1337 3 AVENUE",108,MANHATTAN,40.772534,-73.958408,1,range_interpolation,1337,"3rd Ave",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"55 STAGG STREET",301,BROOKLYN,40.7089,-73.948257,0.9,range_interpolation,55,"Stagg St",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
"3121 OCEAN AVENUE",315,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"630 GRAND STREET",301,BROOKLYN,40.713273,-73.978257,0.9,range_interpolation,630,"Grand St",,,"New York",NY,"New York County",10002,US,"TIGER/Line® dataset from the US Census Bureau"
"104 FROST STREET",301,BROOKLYN,40.717705,-73.947281,0.9,range_interpolation,104,"Frost St",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"408 EAST  153 STREET",201,BRONX,40.829355,-73.942119,0.9,range_interpolation,408,"W 153rd St",,,"New York",NY,"New York County",10031,US,"TIGER/Line® dataset from the US Census Bureau"
"2040 MC GRAW AVENUE",209,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"2769 CRESTON AVENUE",207,BRONX,40.870013,-73.893205,0.9,range_interpolation,2769,"Creston Ave",,,Bronx,NY,"Bronx County",10468,US,"TIGER/Line® dataset from the US Census Bureau"
"1118 FULTON STREET",303,BROOKLYN,40.681508,-73.956856,0.9,nearest_rooftop_match,1119,"Fulton St",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
"507 EAST 59 STREET",108,MANHATTAN,40.758779,-73.959621,1,range_interpolation,507,"E 59th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"293 14 STREET",306,BROOKLYN,40.73981,-74.00163,0.9,range_interpolation,293,"W 14th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"61 GREEN STREET",301,BROOKLYN,40.723064,-74.001109,1,rooftop,61,"Greene St",,,"New York",NY,"New York County",10012,US,"City of New York"
"351 2 AVENUE",106,MANHATTAN,40.736267,-73.982301,1,range_interpolation,351,"2nd Ave",,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
"55-01 2 STREET",402,QUEENS,42.195833,-73.454706,0.9,range_interpolation,55,"2nd St",,,"New York",NY,,10025,US,"TIGER/Line® dataset from the US Census Bureau"
"417 PARK AVENUE",105,MANHATTAN,40.760161,-73.971719,1,range_interpolation,417,"Park Ave",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
"813 GREENE AVENUE",303,BROOKLYN,40.690358,-73.935707,0.9,range_interpolation,813,"Greene Ave",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"408 HAWTHORNE STREET",309,BROOKLYN,40.658225,-73.946953,0.9,range_interpolation,408,"Hawthorne St",,,Brooklyn,NY,"Kings County",11203,US,"TIGER/Line® dataset from the US Census Bureau"
"3080 DECATUR AVENUE",207,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"30-85 VERNON BOULEVARD",401,QUEENS,40.769596,-73.934939,0.9,rooftop,30-85,"Vernon Blvd",,,Astoria,NY,"Queens County",11102,US,"City of New York"
"148-15 89 AVENUE",412,QUEENS,40.788421,-73.970762,0.8,range_interpolation,148,"W 89th St",,,"New York",NY,"New York County",10024,US,"TIGER/Line® dataset from the US Census Bureau"
"544 CARROLL STREET",306,BROOKLYN,40.676156,-73.984452,0.9,range_interpolation,544,"Carroll St",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
"89 MALCOLM X BOULEVARD",303,BROOKLYN,40.801131,-73.950441,1,range_interpolation,89,"Malcolm X Blvd",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
"645 5 AVENUE",307,BROOKLYN,40.759132,-73.976409,1,rooftop,645,"5th Ave",,,"New York",NY,"New York County",10022,US,"City of New York"
"540 WAVERLY AVENUE",302,BROOKLYN,40.681777,-73.965689,0.9,rooftop,540,"Waverly Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
"112-02 14 ROAD",407,QUEENS,40.784591,-73.854106,0.8,range_interpolation,112,"14th Rd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
"55-04 102 STREET",404,QUEENS,40.791251,-73.95249,0.8,nearest_rooftop_match,4,"E 102nd St",,,"New York",NY,"New York County",10029,US,"City of New York"
"445 BLAKE AVENUE",316,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"12-16 30 AVENUE",401,QUEENS,40.74541,-73.985458,0.8,nearest_rooftop_match,16,"E 30th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"323 EAST 61 STREET",108,MANHATTAN,40.761355,-73.961981,1,rooftop,323,"E 61st St",,,"New York",NY,"New York County",10065,US,"City of New York"
"260 ROCKAWAY AVENUE",316,BROOKLYN,40.725492,-73.98375,0.63,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"348 WEST   44 STREET",104,MANHATTAN,40.758988,-73.989969,1,range_interpolation,348,"W 44th St",,,"New York",NY,"New York County",10036,US,"TIGER/Line® dataset from the US Census Bureau"
"738 5 AVENUE",307,BROOKLYN,40.762971,-73.974255,1,range_interpolation,738,"5th Ave",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"346 WEST   44 STREET",104,MANHATTAN,40.758963,-73.989925,1,range_interpolation,346,"W 44th St",,,"New York",NY,"New York County",10036,US,"TIGER/Line® dataset from the US Census Bureau"
"688 JEFFERSON AVENUE",303,BROOKLYN,40.685463,-73.93043,0.9,range_interpolation,688,"Jefferson Ave",,,Brooklyn,NY,"Kings County",11221,US,"TIGER/Line® dataset from the US Census Bureau"
"2004 NOSTRAND AVENUE",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"646 GREENE AVENUE",303,BROOKLYN,40.689195,-73.94307,0.9,rooftop,646,"Greene Ave",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
"825 WILLOUGHBY AVENUE",303,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"44-14 DOUGLASTON PARKWAY",411,QUEENS,40.76588,-73.745266,0.8,range_interpolation,44,"Douglaston Pkwy",,,"Little Neck",NY,"Queens County",11363,US,"TIGER/Line® dataset from the US Census Bureau"
"2019 NOSTRAND AVENUE",317,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"632 MIDLAND AVENUE",502,"STATEN ISLAND",40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"40-22 61 STREET",402,QUEENS,40.770018,-73.983649,0.8,nearest_rooftop_match,40,"W 61st St",,,"New York",NY,"New York County",10023,US,"City of New York"
"116 10 AVENUE",104,MANHATTAN,40.744071,-74.006634,1,range_interpolation,116,"10th Ave",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"140 WEST 117 STREET",110,MANHATTAN,40.803058,-73.950139,1,range_interpolation,140,"W 117th St",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
"2001 CRESTON AVENUE",205,BRONX,40.851339,-73.90591,0.9,range_interpolation,2001,"Creston Ave",,,Bronx,NY,"Bronx County",10453,US,"TIGER/Line® dataset from the US Census Bureau"
"622 MADISON STREET",303,BROOKLYN,40.686556,-73.933453,0.9,rooftop,622,"Madison St",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
"16 19 STREET",307,BROOKLYN,40.738558,-73.990393,0.9,rooftop,16,"E 19th St",,,"New York",NY,"New York County",10003,US,"City of New York"
"190 16 STREET",307,BROOKLYN,40.739652,-73.997922,0.9,range_interpolation,190,"W 16th St",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"844 BEDFORD AVENUE",303,BROOKLYN,40.695051,-73.956168,0.9,range_interpolation,844,"Bedford Ave",,,Brooklyn,NY,"Kings County",11205,US,"TIGER/Line® dataset from the US Census Bureau"
"353 2 AVENUE",106,MANHATTAN,40.736335,-73.982266,1,rooftop,353,"2nd Ave",,,"New York",NY,"New York County",10010,US,"City of New York"
"1745 WEST FARMS ROAD",203,BRONX,40.835347,-73.882783,0.9,range_interpolation,1745,"W Farms Rd",,,Bronx,NY,"Bronx County",10460,US,"TIGER/Line® dataset from the US Census Bureau"
"9215 FLATLAND AVENUE",318,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"85-16 57 AVENUE",404,QUEENS,40.76426,-73.97599,0.8,range_interpolation,85,"W 57th St",,,"New York",NY,"New York County",10019,US,"TIGER/Line® dataset from the US Census Bureau"
"57 CATON PLACE",307,BROOKLYN,40.649686,-73.973287,0.9,range_interpolation,57,"Caton Pl",,,Brooklyn,NY,"Kings County",11218,US,"TIGER/Line® dataset from the US Census Bureau"
"1609 47 STREET",312,BROOKLYN,40.75943,-73.984729,0.6,street_center,,"W 47th St",,,"New York",NY,"New York County",10036,US,"TIGER/Line® dataset from the US Census Bureau"
"1769 JEROME AVENUE",205,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"299 MOTHER GASTON BOULEVARD",316,BROOKLYN,40.672014,-73.907274,0.9,rooftop,299,"Mother Gaston Blvd",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
"310 NORTH    7 STREET",301,BROOKLYN,40.746859,-73.993414,0.7,nearest_rooftop_match,307,"7th Ave",,,"New York",NY,"New York County",10001,US,"City of New York"
"794 BEDFORD AVENUE",303,BROOKLYN,40.696954,-73.95656,0.9,range_interpolation,794,"Bedford Ave",,,Brooklyn,NY,"Kings County",11205,US,"TIGER/Line® dataset from the US Census Bureau"
"189 MILLER AVENUE",305,BROOKLYN,40.725492,-73.98375,0.7,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"115 WEST 95 STREET",107,MANHATTAN,40.792529,-73.968325,1,range_interpolation,115,"W 95th St",,,"New York",NY,"New York County",10025,US,"TIGER/Line® dataset from the US Census Bureau"
"3229 PERRY AVENUE",207,BRONX,40.875247,-73.876581,0.9,range_interpolation,3229,"Perry Ave",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
"23-09 BROADWAY",401,QUEENS,40.705284,-74.013927,0.9,nearest_rooftop_match,9,Broadway,,,"New York",NY,"New York County",10004,US,"City of New York"
"450 EAST 26 STREET",317,BROOKLYN,40.738266,-73.976485,1,range_interpolation,450,"E 26th St",,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
"25-25 31 AVENUE",401,QUEENS,40.745783,-73.983891,0.8,nearest_rooftop_match,25,"E 31st St",,,"New York",NY,"New York County",10016,US,"City of New York"
"93-54 QUEENS BOULEVARD",406,QUEENS,40.762073,-73.673752,0.75,range_interpolation,93,"Queens Ln",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
"308 LINDEN BOULEVARD",317,BROOKLYN,40.652895,-73.948289,0.9,range_interpolation,308,"Linden Blvd",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
"170 MARCY AVENUE",301,BROOKLYN,40.725492,-73.98375,0.82,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"42 - 50 65 PLACE",NA,QUEENS,40.742121,-73.899518,0.8,range_interpolation,42,"65th Pl",,,Woodside,NY,"Queens County",11377,US,"TIGER/Line® dataset from the US Census Bureau"
"194 WALWORTH STREET",303,BROOKLYN,40.692967,-73.953801,0.9,range_interpolation,194,"Walworth St",,,Brooklyn,NY,"Kings County",11205,US,"TIGER/Line® dataset from the US Census Bureau"
"9 CHAPEL STREET",302,BROOKLYN,40.697424,-73.986912,0.9,range_interpolation,9,"Chapel St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
"2315 AVENUE I",314,BROOKLYN,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"28-15 35 STREET",401,QUEENS,40.749607,-73.985497,0.8,nearest_rooftop_match,28,"W 35th St",,,"New York",NY,"New York County",10016,US,"City of New York"
"299 EAST 161 STREET",204,BRONX,40.836686,-73.943595,0.6,street_center,,"W 161st St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"452 BERRY STREET",301,BROOKLYN,40.708024,-73.965809,0.9,range_interpolation,452,"Berry St",,,Brooklyn,NY,"Kings County",11249,US,"TIGER/Line® dataset from the US Census Bureau"
"45-30 PEARSON STREET",402,QUEENS,40.745226,-73.944796,0.9,rooftop,45-30,"Pearson St",,,"Long Island City",NY,"Queens County",11101,US,"City of New York"
"812 EAST  165 STREET",203,BRONX,40.839005,-73.940234,0.6,street_center,,"W 165th St",,,"New York",NY,"New York County",10032,US,"TIGER/Line® dataset from the US Census Bureau"
"118 10 AVENUE",104,MANHATTAN,40.744155,-74.006587,1,range_interpolation,118,"10th Ave",,,"New York",NY,"New York County",10011,US,"TIGER/Line® dataset from the US Census Bureau"
"15 HANOVER PLACE",302,BROOKLYN,40.705853,-74.008716,1,range_interpolation,15,"Hanover St",,,"New York",NY,"New York County",10005,US,"TIGER/Line® dataset from the US Census Bureau"
"356 EAST   78 STREET",108,MANHATTAN,40.771953,-73.954602,1,range_interpolation,356,"E 78th St",,,"New York",NY,"New York County",10075,US,"TIGER/Line® dataset from the US Census Bureau"
"115 STANWIX STREET",304,BROOKLYN,40.702095,-73.935352,0.9,rooftop,115,"Stanwix St",,,Brooklyn,NY,"Kings County",11206,US,"City of New York"
"2958 MARION AVENUE",207,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"4-99 44 DRIVE",402,QUEENS,40.754604,-73.979258,0.6,nearest_rooftop_match,3,"E 44th St",,,"New York",NY,"New York County",10017,US,"City of New York"
"29 3 AVENUE",103,MANHATTAN,40.729737,-73.989546,1,rooftop,29,"3rd Ave",,,"New York",NY,"New York County",10003,US,"City of New York"
"23-16 45 AVENUE",402,QUEENS,40.75597,-73.980567,0.8,nearest_rooftop_match,23,"W 45th St",,,"New York",NY,"New York County",10036,US,"City of New York"
"501 9 AVENUE",NA,MANHATTAN,40.755619,-73.995248,1,rooftop,501,"9th Ave",,,"New York",NY,"New York County",10018,US,"City of New York"
"1254 FTELEY AVENUE",209,BRONX,40.750422,-73.996328,0.5,place,,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
"123 MESEROLE AVENUE",301,BROOKLYN,40.725492,-73.98375,0.77,nearest_rooftop_match,94,Ave,,,"New York",NY,"New York County",10009,US,"City of New York"
"55 BORINQUEN PLACE",301,BROOKLYN,40.710295,-73.955866,0.9,range_interpolation,55,"Borinquen Pl",,,Brooklyn,NY,"Kings County",11211,US,"TIGER/Line® dataset from the US Census Bureau"
"135-01 35 AVENUE",407,QUEENS,40.749325,-73.984328,0.8,nearest_rooftop_match,1,"W 35th St",,,"New York",NY,"New York County",10001,US,"City of New York"
"3761 10 AVENUE",112,MANHATTAN,40.860623,-73.921622,1,range_interpolation,3761,"10th Ave",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"171 EAST  205 STREET",207,BRONX,40.862344,-73.917401,0.6,street_center,,"W 205th St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
"16 FULTON STREET",101,MANHATTAN,40.706742,-74.003769,1,rooftop,16,"Fulton St",,,"New York",NY,"New York County",10038,US,"City of New York"
